index,host_about,openness,authenticity,sociability,self_promotion,exemplification
18432,"I'm a French independent film producer, often traveling between Paris, New York and Los Angeles. I'm very keen on making my apartments as comfortable and convenient as possible. Cleanliness and taking good care of my affairs are a big priority for me, so I prefer guests who feel the same...
I'll always be there to answer your questions or needs as best as I can.",1.0684333912093096,-0.9908323968216168,0.406786550296362,1.8119843048739288,0.4236531461051633
20353,"Working in Finance and used to work in luxury industry during years, I love to discover new people, culture, traditions, cities, countries, nature and Musics.
",1.6525209733672213,0.3684901572006708,-0.2941213625940138,-1.019275545679147,-0.7084372492496814
27611,"Fan de sport, de mode et de voyage, je me déplace régulièrement en europe et dans le monde.
",1.1244340143023477,1.251373409190538,-1.26631169013163,-0.8730561819535343,-0.6040777295628215
3611,"Hey!

I am a consultant and enjoy traveling around the world. 

Passionate about hotels and discovering new cultures, genuine people and most of all a food lover...

I am available to answer all your needs while staying in one of my flats and make your trip as enjoyable as possible. 

I am looking forward to welcoming you soon!",1.2519254797676214,-0.1487606031895235,1.065497376141893,1.7423942991510033,-0.1493654574115516
10823,"Hi there, I am Rim, Tunisian and French, I used to live full time in Paris but now I decided to spend more time traveling and discover the world. 
I love meeting people, discovering new cultures, hiking and jogging, and photography! 
I own an apartment in Paris and I decided to share it with you on Airbnb. I will be more than happy to help making your trip in Paris unforgettable ! 
Bienvenue :) ",1.2657543690171178,0.9369190012336432,0.7514827747069577,0.7498616092610942,1.2843140237409116
1426,"Passionnés de voyage, nous aimons découvrir de nouvelles régions.
Passionnés par la musique et l’art, nous travaillons dans le domaine de l’opéra, le théâtre, la danse et le spectacle vivant.",1.2070894400017282,0.3557659564737369,-0.6167736199617883,-0.5251547963519916,-0.7044477425803343
33405,"I am american and my husband is french. We love to travel. I have lived abroad for 
24 years, in six different countries. We speak french and english at home. My husband  is 
a lawyer and I am a stay home mom at the moment. We look forward to having you in our home!",1.474562609837928,0.5637330301434182,0.9794218800322386,0.0336626505613299,-0.4257073839285141
1104,"Justine is a circus performer and director, currently living in Paris. Raised in Italy, studied in London, she is now completely trilingual. 
Justine also worked as a tour guide in Paris and is very familiar with the city and its hidden corners. ",1.0239861976257028,-0.3689037502930298,-1.209602954317024,-0.1432022687769427,-0.5390001484784513
24352,"Bonjour, ravie de pouvoir voyager et échanger ",1.1147716841765023,-1.1289464963010132,1.2707453767782075,-0.9109227766930068,-0.2297953459212529
2155,"I travelled a lot around the World but my heart is in Paris. As an architect, I found the opportunity to entirely renovate this flat following my taste. I would enjoy sharing this lovely district to tourists from all over the World. I am looking for respectful people that will feel at home in this apartment and take care of it.",1.0737535494006951,-0.4937235339493964,0.1041564527783017,1.4438543619116104,-0.355249214614707
27666,J’ai habité l’appartement proposé pendant 22 ans,-1.817908480020828,-0.3558087246870221,-1.7070417619846807,-1.1249871910828515,0.0316677857632208
31457,Je vis à Paris et suis Ingénieure dans le domaine de l'énergie. ,-1.1483464142893036,-1.4230179318628395,-1.922711335289356,-1.004907606465158,-0.6134405176484563
6703,"Appartement 2 pièces 27 m2 dans le 10arrondissement, proche toutes commodités et transports",-1.6662115758170044,-1.1588124860440538,-1.304586921615244,-0.2562210240472096,0.5119346176566041
35809,"Bonjour, j'habite Paris depuis 1 an, année pendant laquelle j'ai préparé mon logement à vous accueillir.
Il y a plusieurs années j'habitais en banlieue et j'ai proposé mon logement sous le pseudo de Jeanne. Je ne peux plus utiliser  ce pseudo, car les règles de Airbnb  ont changé.",-1.1514276934947727,-0.2370684041246009,0.6263427715960004,0.8389334131046393,0.5376655758626135
990,"Je suis une mère de famille et grand mère qui aime accueillir dans un lieu calme et propre.
Je souhaite contribuer avec mon appartement à ce que le séjour des visiteurs soit agréable et joyeux.
J'espère que le quartier très animé participe aux besoins des voyageurs.",-1.2663660508790826,0.5244897177856903,0.500523994342547,1.2321652714788056,0.8483345782895861
29032,Feel free to message me for further info :),-1.503067915695698,-1.4076096739774908,0.6562137161600821,0.7860549853252972,-0.5319732785201295
5775,"Je propose mon logement sur Airbnb lorsque je pars en vacances, il se situe dans mon quartier préféré à Paris. C'est un agréable petit deux pièces avec une jolie vue sur les toits. La décoration est faite avec des objets trouvés dans le grenier de mes parents ou dans les brocantes. Pas tous sont en très bon état mais c'est aussi pour ça que l'on se sent bien chez moi, ces objets ont eu une vie !",-1.348493465656632,-0.2248469203043235,-1.0009584494690031,-0.1181861082584302,2.664771219555833
29548,je suis graphiste dans un Scop,-1.5233180284977368,-1.5845835688677476,-2.0368317404059386,-0.8356092493434061,-0.6327488981648692
21956,"Bonjour, nous sommes Get a Key, agence de location saisonnière de prestige.",-1.2381555344292778,-1.5338832776396554,-0.0872964512431209,0.1194308157640822,-0.4521991092253175
24964,"Bonjour !
Je m’appelle Nicolas et suis un grand adepte de Airbnb ! Je serai heureux de vous recevoir dans mon logement.
Vous vous y sentirez comme chez vous :)
Pour rendre votre séjour encore plus agréable, j’ai confié la gestion de mon bien à une conciergerie Airbnb, qui s’occupe de tout ! C’est avec eux principalement que vous communiquerez, n’hésitez pas à les contacter, ils sont très réactifs !",-1.2308161552544206,-0.264765590111865,0.233337907247757,1.789656330122086,2.9337313578792967
